Demand,Radiations,Solar_Power,Grid_Power
49983,7020,7020,42963
7142,17672,7142,0
23643,4523,4523,19120
35989,33590,33590,2399
48631,14526,14526,34105
48805,23928,23928,24877
36564,39397,36564,0
54181,25084,25084,29097
3224,7112,3224,0
34115,2603,2603,31512
17425,48808,17425,0
6687,7887,6687,0
79585,27729,27729,51856
12453,30208,12453,0
60876,10643,10643,50233
74212,25705,25705,48507
53489,39054,39054,14435
40037,44859,40037,0
17906,20506,17906,0
65381,44629,44629,20752
28767,15954,15954,12813
48645,42217,42217,6428
21036,45585,21036,0
68520,57163,57163,11357
12045,26064,12045,0
52467,6310,6310,46157
63637,58990,58990,4647
40330,9783,9783,30547
60471,5974,5974,54497
28366,22475,22475,5891
7259,41519,7259,0
54862,11252,11252,43610
16271,10971,10971,5300
9988,3871,3871,6117
61892,56871,56871,5021
46611,39814,39814,6797
51257,38590,38590,12667
14620,14660,14620,0
27905,25301,25301,2604
25076,25146,25076,0
65922,3730,3730,62192
53140,55875,53140,0
51682,32616,32616,19066
12650,35982,12650,0
3338,34679,3338,0
34894,30201,30201,4693
18301,11492,11492,6809
19453,39887,19453,0
40062,12961,12961,27101
12022,37232,12022,0
34422,6421,6421,28001
18159,50275,18159,0
72577,16995,16995,55582
31905,8363,8363,23542
32618,53196,32618,0
51456,546,546,50910
54366,52560,52560,1806
12136,19909,12136,0
54921,7824,7824,47097
32202,24473,24473,7729
37293,38372,37293,0
70450,21569,21569,48881
32142,30554,30554,1588
77874,16173,16173,61701
76585,38327,38327,38258
31544,39756,31544,0
49933,43678,43678,6255
28139,54994,28139,0
19940,16455,16455,3485
68964,49182,49182,19782
21630,7943,7943,13687
14513,53408,14513,0
50591,55201,50591,0
73297,4285,4285,69012
58160,18244,18244,39916
33769,57074,33769,0
78855,46614,46614,32241
23081,32873,23081,0
25148,56388,25148,0
46742,24142,24142,22600
49752,53564,49752,0
71314,5364,5364,65950
73418,15464,15464,57954
61927,45500,45500,16427
13908,3274,3274,10634
51796,13852,13852,37944
55672,2986,2986,52686
23912,29281,23912,0
60653,52446,52446,8207
60086,13988,13988,46098
59260,51284,51284,7976
60207,30339,30339,29868
21548,59809,21548,0
77106,52348,52348,24758
14179,27409,14179,0
36786,11134,11134,25652
65588,6749,6749,58839
28921,40430,28921,0
61127,15912,15912,45215
31900,21457,21457,10443
68937,33675,33675,35262
3620,30028,3620,0
65997,47838,47838,18159
46179,16913,16913,29266
13770,24200,13770,0
64140,20790,20790,43350
14057,41327,14057,0
46501,30703,30703,15798
59654,14393,14393,45261
5555,40189,5555,0
14409,9738,9738,4671
32364,42103,32364,0
14213,21669,14213,0
10122,15781,10122,0
71790,7999,7999,63791
62824,38379,38379,24445
11445,54808,11445,0
40470,15119,15119,25351
17383,41605,17383,0
74466,41336,41336,33130
27425,17756,17756,9669
15466,57589,15466,0
30110,24217,24217,5893
58403,33653,33653,24750
8955,55876,8955,0
3627,27842,3627,0
32260,18465,18465,13795
35945,4716,4716,31229
39868,29669,29669,10199
2611,28250,2611,0
47417,28265,28265,19152
6185,12490,6185,0
24285,43255,24285,0
4711,48092,4711,0
28917,2420,2420,26497
46701,46426,46426,275
34200,57385,34200,0
27504,36103,27504,0
11875,8511,8511,3364
20401,55769,20401,0
66916,46153,46153,20763
6284,14445,6284,0
18500,24815,18500,0
30344,58624,30344,0
41759,33771,33771,7988
28980,10525,10525,18455
22483,2597,2597,19886
10576,12132,10576,0
76723,59868,59868,16855
43825,53055,43825,0
38748,37860,37860,888
39680,58795,39680,0
30833,38472,30833,0
24591,51814,24591,0
42178,55906,42178,0
8677,54867,8677,0
36982,43615,36982,0
41278,31583,31583,9695
43927,25469,25469,18458
35993,50411,35993,0
50322,38210,38210,12112
3651,41000,3651,0
69644,8906,8906,60738
27989,21036,21036,6953
71126,53266,53266,17860
31257,38905,31257,0
78902,35380,35380,43522
11890,49815,11890,0
78635,52243,52243,26392
31221,14470,14470,16751
66156,15199,15199,50957
16172,20290,16172,0
54490,17247,17247,37243
49934,21075,21075,28859
58190,23564,23564,34626
65356,20379,20379,44977
11427,22262,11427,0
30666,5622,5622,25044
64533,7236,7236,57297
22791,26033,22791,0
51943,51314,51314,629
69273,18971,18971,50302
18003,26871,18003,0
32233,2719,2719,29514
30383,50419,30383,0
23757,6549,6549,17208
25757,8665,8665,17092
28751,59491,28751,0
72071,4633,4633,67438
41465,50996,41465,0
79427,30179,30179,49248
56621,45911,45911,10710
11805,7067,7067,4738
53336,5099,5099,48237
22661,24399,22661,0
75628,30631,30631,44997
5921,25574,5921,0
31233,27117,27117,4116
77106,24380,24380,52726
49276,21314,21314,27962
29894,12304,12304,17590
3246,8497,3246,0
9600,23383,9600,0
1099,16408,1099,0
63527,2071,2071,61456
49362,39947,39947,9415
53988,52465,52465,1523
28758,27237,27237,1521
36445,8263,8263,28182
76348,32408,32408,43940
65778,2201,2201,63577
9447,25936,9447,0
29185,12094,12094,17091
76392,45841,45841,30551
38653,121,121,38532
16556,28728,16556,0
44052,24878,24878,19174
22665,6445,6445,16220
40547,21147,21147,19400
34593,6110,6110,28483
22466,28567,22466,0
25915,45205,25915,0
16522,43498,16522,0
48387,49721,48387,0
71671,10848,10848,60823
2063,19945,2063,0
63736,20063,20063,43673
29439,34629,29439,0
75515,41344,41344,34171
40675,40517,40517,158
67830,46863,46863,20967
37279,6989,6989,30290
36823,49478,36823,0
68383,3757,3757,64626
75001,39266,39266,35735
44756,32828,32828,11928
27759,41039,27759,0
2891,53193,2891,0
33637,30595,30595,3042
11935,2889,2889,9046
24315,52382,24315,0
47646,43879,43879,3767
63924,26571,26571,37353
61601,42079,42079,19522
27456,22398,22398,5058
43380,32100,32100,11280
43025,37480,37480,5545
70851,43163,43163,27688
38709,9765,9765,28944
32177,17516,17516,14661
79451,29380,29380,50071
1741,11413,1741,0
44908,3394,3394,41514
30263,8543,8543,21720
24656,44364,24656,0
29746,26051,26051,3695
26561,56205,26561,0
62899,44563,44563,18336
14814,40438,14814,0
14145,47280,14145,0
56945,24270,24270,32675
70584,56574,56574,14010
46424,6960,6960,39464
79170,57526,57526,21644
65972,33058,33058,32914
72690,4932,4932,67758
63922,53120,53120,10802
1138,50991,1138,0
46894,23006,23006,23888
53787,13766,13766,40021
53739,7807,7807,45932
42533,28699,28699,13834
26102,25703,25703,399
3011,10264,3011,0
32543,38067,32543,0
16212,25480,16212,0
48311,31490,31490,16821
62791,56612,56612,6179
42772,30431,30431,12341
44686,41911,41911,2775
46583,41124,41124,5459
36686,21190,21190,15496
55198,34650,34650,20548
32667,16889,16889,15778
75683,52426,52426,23257
8715,38091,8715,0
76147,49424,49424,26723
27136,29262,27136,0
17293,38065,17293,0
50546,37493,37493,13053
49766,55984,49766,0
39026,16136,16136,22890
13506,17634,13506,0
26854,50712,26854,0
1633,27528,1633,0
16998,15921,15921,1077
43194,55873,43194,0
9189,56876,9189,0
1809,36766,1809,0
35657,47476,35657,0
42097,6246,6246,35851
7804,38660,7804,0
71781,9318,9318,62463
15030,28842,15030,0
2352,35018,2352,0
76564,904,904,75660
69004,55157,55157,13847
79044,28989,28989,50055
37568,24347,24347,13221
77926,27953,27953,49973
21787,10578,10578,11209
71826,6397,6397,65429
53468,30291,30291,23177
64308,39528,39528,24780
76786,53050,53050,23736
34336,50166,34336,0
43958,49075,43958,0
31648,7637,7637,24011
69358,2960,2960,66398
29956,55273,29956,0
18188,34520,18188,0
25291,49028,25291,0
9432,158,158,9274
9013,31368,9013,0
69968,57590,57590,12378
39794,45110,39794,0
9492,53698,9492,0
41334,9830,9830,31504
6395,6879,6395,0
40968,35599,35599,5369
47036,655,655,46381
40579,12794,12794,27785
4835,6858,4835,0
58346,12609,12609,45737
51323,6320,6320,45003
58877,12315,12315,46562
9706,53641,9706,0
60889,35202,35202,25687
60589,14447,14447,46142
59707,25450,25450,34257
33277,15944,15944,17333
4580,37817,4580,0
9526,27186,9526,0
39378,55641,39378,0
62766,40196,40196,22570
57353,38744,38744,18609
45168,43722,43722,1446
42768,27756,27756,15012
51350,33378,33378,17972
11326,50350,11326,0
52513,3054,3054,49459
10043,13124,10043,0
27489,37955,27489,0
33528,24033,24033,9495
30303,52323,30303,0
26353,55864,26353,0
55743,24605,24605,31138
18877,10009,10009,8868
20776,46697,20776,0
29702,50312,29702,0
58830,51233,51233,7597
36028,23817,23817,12211
67680,28854,28854,38826
60319,55017,55017,5302
55279,30368,30368,24911
17869,47705,17869,0
9452,54954,9452,0
14811,9269,9269,5542
31594,28088,28088,3506
64295,4737,4737,59558
40396,51997,40396,0
15818,52528,15818,0
62663,21140,21140,41523
50238,9464,9464,40774
6519,44947,6519,0
41525,24881,24881,16644
64749,12833,12833,51916
70474,43750,43750,26724
4563,57792,4563,0
56616,57317,56616,0
13103,18673,13103,0
66687,23454,23454,43233
48573,31677,31677,16896
61833,25213,25213,36620
24262,49336,24262,0
8428,24426,8428,0
50917,56972,50917,0
4105,41830,4105,0
3098,37428,3098,0
24875,2653,2653,22222
39250,55903,39250,0
42293,16417,16417,25876
58068,3326,3326,54742
16720,74,74,16646
43198,3423,3423,39775
28649,29816,28649,0
6500,45862,6500,0
69886,44985,44985,24901
55944,49777,49777,6167
79654,6166,6166,73488
63693,58093,58093,5600
6669,23990,6669,0
55770,31925,31925,23845
33634,37279,33634,0
37754,785,785,36969
30469,801,801,29668
75825,31766,31766,44059
64616,32586,32586,32030
17857,51914,17857,0
48782,6612,6612,42170
36167,23550,23550,12617
50604,2893,2893,47711
63655,1010,1010,62645
58896,57578,57578,1318
3340,29707,3340,0
20768,53558,20768,0
79713,23922,23922,55791
54783,12036,12036,42747
28199,55457,28199,0
19111,39363,19111,0
27460,24092,24092,3368
79026,7937,7937,71089
30149,1335,1335,28814
74106,37953,37953,36153
26313,14777,14777,11536
76898,38621,38621,38277
66724,39984,39984,26740
55464,6159,6159,49305
11487,2017,2017,9470
69837,4614,4614,65223
72063,16483,16483,55580
42365,54170,42365,0
16614,32798,16614,0
65864,25478,25478,40386
6878,47736,6878,0
69299,38508,38508,30791
4763,49360,4763,0
25349,50587,25349,0
71709,51032,51032,20677
77784,34739,34739,43045
50440,10245,10245,40195
34468,13271,13271,21197
7145,36138,7145,0
11903,34026,11903,0
16489,32687,16489,0
24575,30193,24575,0
28604,10111,10111,18493
54769,42325,42325,12444
27088,9759,9759,17329
38205,51594,38205,0
58893,58423,58423,470
66950,39156,39156,27794
37217,14129,14129,23088
9464,2657,2657,6807
55732,5218,5218,50514
71031,33699,33699,37332
53702,44722,44722,8980
26054,39251,26054,0
41692,55023,41692,0
15049,16763,15049,0
32900,48435,32900,0
59171,1055,1055,58116
40024,49347,40024,0
64436,54134,54134,10302
33256,35671,33256,0
15400,43181,15400,0
50474,17367,17367,33107
59869,24811,24811,35058
60339,5394,5394,54945
76294,28098,28098,48196
9602,48319,9602,0
46145,57610,46145,0
58634,43074,43074,15560
43377,51753,43377,0
3813,48747,3813,0
53136,38913,38913,14223
50527,39990,39990,10537
39080,26286,26286,12794
75439,3855,3855,71584
56103,45995,45995,10108
18058,38418,18058,0
13745,26628,13745,0
45790,42679,42679,3111
77767,41506,41506,36261
38553,39628,38553,0
9991,8257,8257,1734
47461,2636,2636,44825
21961,28611,21961,0
79051,28892,28892,50159
14743,42187,14743,0
3811,1402,1402,2409
19963,28696,19963,0
54394,41213,41213,13181
79513,13027,13027,66486
11284,20273,11284,0
18742,4014,4014,14728
76298,2315,2315,73983
63275,39837,39837,23438
79176,51281,51281,27895
35984,15246,15246,20738
43582,54052,43582,0
77212,53948,53948,23264
55536,2945,2945,52591
18397,18594,18397,0
55951,19137,19137,36814
51774,33224,33224,18550
12595,49857,12595,0
23679,12781,12781,10898
45628,17546,17546,28082
25333,49400,25333,0
33892,4451,4451,29441
55138,35361,35361,19777
69822,43968,43968,25854
56976,872,872,56104
74134,50720,50720,23414
35180,4853,4853,30327
19707,23595,19707,0
19334,295,295,19039
48544,16671,16671,31873
70653,39777,39777,30876
79588,25081,25081,54507
34360,23755,23755,10605
21872,44085,21872,0
25328,28354,25328,0
9280,15033,9280,0
61411,37043,37043,24368
21334,14713,14713,6621
15193,49996,15193,0
47592,12314,12314,35278
67447,16965,16965,50482
67330,35776,35776,31554
31182,46445,31182,0
69762,58798,58798,10964
28671,58023,28671,0
66014,44287,44287,21727
72402,34679,34679,37723
70709,47636,47636,23073
4086,28021,4086,0
61384,18825,18825,42559
43497,12375,12375,31122
76237,43590,43590,32647
54220,16371,16371,37849
70489,34386,34386,36103
37729,3880,3880,33849
20806,26119,20806,0
66476,2612,2612,63864
46509,4147,4147,42362
22140,28877,22140,0
5733,38730,5733,0
5419,56441,5419,0
55001,52958,52958,2043
58305,10358,10358,47947
49460,47398,47398,2062
61574,19675,19675,41899
28334,56612,28334,0
37788,34652,34652,3136
15471,5429,5429,10042
15025,2996,2996,12029
23714,52514,23714,0
28687,16388,16388,12299
30272,44748,30272,0
75053,27139,27139,47914
42787,48025,42787,0
79304,34657,34657,44647
14526,35874,14526,0
12831,36662,12831,0
38988,54860,38988,0
40995,58930,40995,0
48542,53977,48542,0
74463,11084,11084,63379
75746,47876,47876,27870
57372,23609,23609,33763
49636,35130,35130,14506
77378,46201,46201,31177
1556,9340,1556,0
30979,22754,22754,8225
60266,17872,17872,42394
78663,18725,18725,59938
75553,54023,54023,21530
66948,35927,35927,31021
8746,28415,8746,0
14817,12877,12877,1940
66318,18678,18678,47640
31292,15315,15315,15977
65368,46415,46415,18953
60673,11892,11892,48781
21645,8324,8324,13321
47251,53853,47251,0
60814,9532,9532,51282
15402,31698,15402,0
19016,22257,19016,0
36761,57334,36761,0
14852,34649,14852,0
30411,30865,30411,0
26873,38455,26873,0
17936,7817,7817,10119
26775,26288,26288,487
41309,15283,15283,26026
33048,21864,21864,11184
3371,58918,3371,0
28791,58985,28791,0
16045,43097,16045,0
72531,49772,49772,22759
78754,9723,9723,69031
33147,6144,6144,27003
67301,37935,37935,29366
43999,42168,42168,1831
77569,2460,2460,75109
56294,46322,46322,9972
19617,7545,7545,12072
57675,2275,2275,55400
45053,27501,27501,17552
28840,37956,28840,0
17957,54602,17957,0
17992,32759,17992,0
26020,7273,7273,18747
19353,31092,19353,0
65308,15768,15768,49540
45109,44491,44491,618
29181,13794,13794,15387
48036,30302,30302,17734
3223,49243,3223,0
73005,56471,56471,16534
26074,8044,8044,18030
20153,14186,14186,5967
75326,36112,36112,39214
53836,16013,16013,37823
72221,13675,13675,58546
31942,27014,27014,4928
5378,6482,5378,0
36451,43058,36451,0
5921,28508,5921,0
33115,10294,10294,22821
77208,49283,49283,27925
22130,58393,22130,0
27005,16482,16482,10523
12324,37214,12324,0
29430,54679,29430,0
14474,35100,14474,0
18662,47204,18662,0
76720,42962,42962,33758
36796,54197,36796,0
45248,33801,33801,11447
30110,21650,21650,8460
33398,50406,33398,0
44294,40718,40718,3576
31508,30292,30292,1216
56724,23250,23250,33474
68558,44044,44044,24514
38051,16922,16922,21129
20767,47165,20767,0
15995,11908,11908,4087
33779,31842,31842,1937
31289,26128,26128,5161
47505,19919,19919,27586
15020,54715,15020,0
14067,46077,14067,0
46563,49631,46563,0
61534,20902,20902,40632
47477,38964,38964,8513
51542,724,724,50818
55124,53166,53166,1958
46000,25766,25766,20234
48368,31199,31199,17169
29048,1283,1283,27765
19716,14586,14586,5130
30741,56485,30741,0
42403,30034,30034,12369
11304,35804,11304,0
30355,36092,30355,0
45852,30818,30818,15034
39588,12513,12513,27075
41489,17875,17875,23614
37109,52774,37109,0
13764,6015,6015,7749
48700,10961,10961,37739
45985,3313,3313,42672
34841,32713,32713,2128
24909,23539,23539,1370
23089,48021,23089,0
76003,20480,20480,55523
65898,27845,27845,38053
62086,2743,2743,59343
6514,29736,6514,0
13686,8728,8728,4958
71611,12080,12080,59531
10014,35253,10014,0
45210,12692,12692,32518
62740,33846,33846,28894
66878,22556,22556,44322
33479,5677,5677,27802
13388,10411,10411,2977
3225,33310,3225,0
53127,29727,29727,23400
56578,2443,2443,54135
11009,12804,11009,0
71259,244,244,71015
65901,40792,40792,25109
1968,21910,1968,0
76952,28984,28984,47968
28751,20010,20010,8741
47961,10370,10370,37591
25779,42217,25779,0
28167,30111,28167,0
31682,31832,31682,0
67396,2000,2000,65396
72446,14297,14297,58149
52970,20763,20763,32207
79127,54265,54265,24862
45852,48466,45852,0
51885,9722,9722,42163
6343,38476,6343,0
13489,23758,13489,0
61020,58008,58008,3012
33281,37218,33281,0
43025,47660,43025,0
23476,21256,21256,2220
37473,43409,37473,0
17966,26670,17966,0
37041,319,319,36722
71920,55426,55426,16494
72787,40823,40823,31964
21462,53319,21462,0
40961,7493,7493,33468
55814,16755,16755,39059
28569,38257,28569,0
5485,56515,5485,0
35118,17939,17939,17179
64708,19098,19098,45610
36114,35508,35508,606
37353,35996,35996,1357
77225,26445,26445,50780
32001,37517,32001,0
36351,1789,1789,34562
46728,23991,23991,22737
23005,32570,23005,0
66233,52808,52808,13425
35953,48284,35953,0
70706,34922,34922,35784
24460,59040,24460,0
41693,58865,41693,0
4693,28149,4693,0
39561,26182,26182,13379
67058,40641,40641,26417
55471,15622,15622,39849
34953,50765,34953,0
40197,5565,5565,34632
33066,53721,33066,0
48178,54243,48178,0
7792,42390,7792,0
40622,49467,40622,0
36067,36517,36067,0
37485,24648,24648,12837
17114,6135,6135,10979
67157,30074,30074,37083
53589,19531,19531,34058
67071,56845,56845,10226
78266,55902,55902,22364
51680,21537,21537,30143
27183,38211,27183,0
76328,20666,20666,55662
4114,56280,4114,0
12976,9201,9201,3775
40312,33123,33123,7189
40324,22088,22088,18236
59729,12928,12928,46801
15401,28555,15401,0
30865,38000,30865,0
79033,9948,9948,69085
23634,38798,23634,0
53555,56807,53555,0
75696,16650,16650,59046
32910,31987,31987,923
62871,10267,10267,52604
70558,28876,28876,41682
31367,45118,31367,0
64204,19464,19464,44740
73751,18493,18493,55258
46066,15830,15830,30236
32139,30629,30629,1510
50303,38647,38647,11656
57286,35380,35380,21906
26950,8618,8618,18332
75284,34744,34744,40540
39259,38243,38243,1016
22534,54514,22534,0
5948,26409,5948,0
11584,44693,11584,0
30942,21260,21260,9682
26956,34623,26956,0
55757,10708,10708,45049
45621,42286,42286,3335
29237,2662,2662,26575
74732,8205,8205,66527
78814,51339,51339,27475
37874,57668,37874,0
72782,10302,10302,62480
66173,10668,10668,55505
46676,39344,39344,7332
14853,57290,14853,0
30269,14504,14504,15765
72892,24048,24048,48844
40824,54730,40824,0
32075,2618,2618,29457
63255,38115,38115,25140
21952,14476,14476,7476
67397,56530,56530,10867
36145,45586,36145,0
79104,48679,48679,30425
43062,32376,32376,10686
49700,49582,49582,118
68081,19276,19276,48805
70168,41389,41389,28779
17436,33297,17436,0
42450,43606,42450,0
76099,49742,49742,26357
48901,31493,31493,17408
31913,24831,24831,7082
38822,10914,10914,27908
11684,33529,11684,0
36495,58075,36495,0
19545,54156,19545,0
48850,25889,25889,22961
10231,32948,10231,0
79288,34198,34198,45090
2663,58963,2663,0
4713,26920,4713,0
40716,40184,40184,532
74738,6646,6646,68092
50411,22328,22328,28083
76830,4000,4000,72830
24742,24078,24078,664
62358,3389,3389,58969
8872,37352,8872,0
65405,45786,45786,19619
3581,43455,3581,0
76493,12335,12335,64158
22019,45099,22019,0
73024,35359,35359,37665
72292,56527,56527,15765
12310,41901,12310,0
64884,34029,34029,30855
7881,7882,7881,0
25156,34874,25156,0
13412,32509,13412,0
63440,31677,31677,31763
57496,738,738,56758
49146,10898,10898,38248
34267,41157,34267,0
60660,59159,59159,1501
37427,29945,29945,7482
31125,17096,17096,14029
45520,52426,45520,0
68174,33712,33712,34462
31650,1034,1034,30616
29385,10967,10967,18418
31365,26573,26573,4792
47183,59874,47183,0
59362,55759,55759,3603
62011,8483,8483,53528
12165,34574,12165,0
77973,38263,38263,39710
43413,20671,20671,22742
26443,46756,26443,0
1346,28723,1346,0
12034,37432,12034,0
19905,20399,19905,0
18999,57373,18999,0
49946,57889,49946,0
58050,27463,27463,30587
39283,23499,23499,15784
77748,32896,32896,44852
27631,32018,27631,0
54360,5706,5706,48654
28258,57396,28258,0
18163,30209,18163,0
22431,44756,22431,0
66107,51929,51929,14178
55839,58260,55839,0
67474,30299,30299,37175
45185,54591,45185,0
2637,50860,2637,0
50504,174,174,50330
14662,12893,12893,1769
21450,56298,21450,0
38071,8528,8528,29543
55373,41161,41161,14212
69686,54591,54591,15095
50970,20400,20400,30570
72928,22670,22670,50258
22121,33442,22121,0
45925,46709,45925,0
49852,12969,12969,36883
9794,6348,6348,3446
77488,4088,4088,73400
14955,8259,8259,6696
12005,49851,12005,0
17506,34474,17506,0
22506,6740,6740,15766
31801,25410,25410,6391
52933,33673,33673,19260
60922,51690,51690,9232
76994,58186,58186,18808
6735,48289,6735,0
2769,44144,2769,0
12679,48167,12679,0
10053,13324,10053,0
50423,43095,43095,7328
40596,26199,26199,14397
6125,38964,6125,0
78966,47196,47196,31770
59540,16710,16710,42830
6573,41774,6573,0
5666,54463,5666,0
41865,24670,24670,17195
40665,99,99,40566
34100,19050,19050,15050
53220,50732,50732,2488
38307,32864,32864,5443
24178,34406,24178,0
17286,12811,12811,4475
9116,36585,9116,0
60124,11054,11054,49070
73148,12539,12539,60609
34620,28413,28413,6207
58787,27673,27673,31114
48413,23360,23360,25053
6361,15689,6361,0
74722,20299,20299,54423
28971,54176,28971,0
9930,1062,1062,8868
62346,19978,19978,42368
79351,27208,27208,52143
76833,49362,49362,27471
29213,27831,27831,1382
14251,4989,4989,9262
51631,45638,45638,5993
73949,25935,25935,48014
12805,46905,12805,0
7370,48167,7370,0
57797,49575,49575,8222
22461,31326,22461,0
47352,11473,11473,35879
1771,46631,1771,0
40157,24589,24589,15568
5630,47628,5630,0
51257,42521,42521,8736
43941,55679,43941,0
10675,3097,3097,7578
29835,58717,29835,0
20049,24303,20049,0
37164,20664,20664,16500
10666,18279,10666,0
10751,32727,10751,0
22691,41253,22691,0
20767,41872,20767,0
7515,3480,3480,4035
39618,59126,39618,0
58257,42577,42577,15680
66491,54930,54930,11561
42988,47755,42988,0
17499,51791,17499,0
52158,21358,21358,30800
20560,8340,8340,12220
31203,24990,24990,6213
8689,620,620,8069
1557,59561,1557,0
49464,5634,5634,43830
73378,56037,56037,17341
76120,49731,49731,26389
36272,33916,33916,2356
60140,25737,25737,34403
55611,8190,8190,47421
77980,39011,39011,38969
43420,47381,43420,0
11080,51117,11080,0
8542,48618,8542,0
26663,34021,26663,0
48421,44479,44479,3942
20536,31389,20536,0
5947,52700,5947,0
37337,40062,37337,0
10174,59981,10174,0
47622,29664,29664,17958
32423,16979,16979,15444
16447,48685,16447,0
34863,48848,34863,0
46304,28509,28509,17795
49054,14955,14955,34099
40823,3948,3948,36875
16131,39494,16131,0
4337,24268,4337,0
11202,5420,5420,5782
51434,31584,31584,19850
64390,18688,18688,45702
9758,49028,9758,0
12619,28263,12619,0
6454,33853,6454,0
36741,22540,22540,14201
19842,46280,19842,0
5849,21160,5849,0
53466,10224,10224,43242
53765,5800,5800,47965
49813,41630,41630,8183
2577,58260,2577,0
48050,35753,35753,12297
25989,52209,25989,0
65496,37516,37516,27980
53107,39447,39447,13660
5187,484,484,4703
43062,55143,43062,0
45792,23910,23910,21882
1427,31713,1427,0
67148,28428,28428,38720
28666,53050,28666,0
5807,44522,5807,0
39332,24609,24609,14723
78760,8912,8912,69848
58341,24348,24348,33993
70783,38673,38673,32110
66470,18625,18625,47845
78827,29678,29678,49149
4938,28244,4938,0
58259,10488,10488,47771
25846,21427,21427,4419
76633,27746,27746,48887
46260,59042,46260,0
19186,6661,6661,12525
58418,44545,44545,13873
15012,5402,5402,9610
33992,41922,33992,0
41543,16313,16313,25230
25922,32484,25922,0
24150,17057,17057,7093
51416,46836,46836,4580
72108,41353,41353,30755
79260,57897,57897,21363
32908,22015,22015,10893
28381,14953,14953,13428
3820,7634,3820,0
59143,54090,54090,5053
54339,2173,2173,52166
65860,14577,14577,51283
69556,46890,46890,22666
52075,53116,52075,0
65995,12324,12324,53671
49857,46063,46063,3794
57440,53347,53347,4093
23213,54081,23213,0
12012,33176,12012,0
28800,47012,28800,0
1177,56922,1177,0
25267,6220,6220,19047
72120,56940,56940,15180
68730,45270,45270,23460
10092,37745,10092,0
63497,3615,3615,59882
24323,8039,8039,16284
36584,18842,18842,17742
27193,41450,27193,0
47804,40311,40311,7493
55856,1061,1061,54795
47234,19177,19177,28057
79717,50680,50680,29037
59986,51791,51791,8195
7363,3384,3384,3979
68478,11618,11618,56860
56693,8240,8240,48453
52490,8028,8028,44462
2561,32491,2561,0
42852,57634,42852,0
50412,18674,18674,31738
13820,20549,13820,0
52351,29123,29123,23228
25064,14884,14884,10180
39689,47227,39689,0
30126,12031,12031,18095
41270,1340,1340,39930
72164,9860,9860,62304
55901,2091,2091,53810
4245,26921,4245,0
20615,57800,20615,0
20665,25158,20665,0
26447,30144,26447,0
79463,20806,20806,58657
47636,40352,40352,7284
13209,57281,13209,0
70224,41017,41017,29207
28162,20919,20919,7243
13284,46879,13284,0
62781,16741,16741,46040
64582,27037,27037,37545
31407,14654,14654,16753
68102,27912,27912,40190
37493,21414,21414,16079
67875,59821,59821,8054
38214,50939,38214,0
65073,29538,29538,35535
59026,48139,48139,10887
31570,7820,7820,23750
33336,2932,2932,30404
55342,14512,14512,40830
5394,25960,5394,0
68188,41923,41923,26265
77741,48464,48464,29277
35604,3563,3563,32041
23126,47336,23126,0
66390,45786,45786,20604
59452,44920,44920,14532
61119,57523,57523,3596
44396,28138,28138,16258
10739,8808,8808,1931
9174,13483,9174,0
29894,36642,29894,0
26559,39027,26559,0
65138,27816,27816,37322
70802,54403,54403,16399
63591,12968,12968,50623
64716,38025,38025,26691
59430,30384,30384,29046
54510,55557,54510,0
9803,5431,5431,4372
9227,8693,8693,534
6547,56879,6547,0
9690,43591,9690,0
22338,11298,11298,11040
10935,44712,10935,0
5477,23172,5477,0
33852,1974,1974,31878
13230,9385,9385,3845
50944,31249,31249,19695
60139,3673,3673,56466
13897,27485,13897,0
75329,41532,41532,33797
47347,55256,47347,0
47070,1743,1743,45327
65844,35702,35702,30142
5995,24084,5995,0
57139,55779,55779,1360
75217,48536,48536,26681
37176,42301,37176,0
29212,46235,29212,0
4926,45089,4926,0
17601,14256,14256,3345
52166,51147,51147,1019
35366,6445,6445,28921
50702,15052,15052,35650
37207,19089,19089,18118
43759,6372,6372,37387
13602,35979,13602,0
4165,49829,4165,0
19765,48315,19765,0
24645,5309,5309,19336
33744,44839,33744,0
38318,47212,38318,0
1995,50129,1995,0
74020,3984,3984,70036
54519,14450,14450,40069
63190,6199,6199,56991
10847,52382,10847,0
76972,15,15,76957
76221,22655,22655,53566
30515,9585,9585,20930
23070,57480,23070,0
12166,30938,12166,0
56101,39295,39295,16806
73324,44667,44667,28657
18039,30112,18039,0
37551,46658,37551,0
67120,27831,27831,39289
48295,18841,18841,29454
12150,4655,4655,7495
72423,34306,34306,38117
78767,55348,55348,23419
55049,46986,46986,8063
42462,20347,20347,22115
28692,26185,26185,2507
57388,19655,19655,37733
76818,27997,27997,48821
40439,48066,40439,0
57691,21083,21083,36608
67978,38407,38407,29571
69171,41152,41152,28019
40117,3653,3653,36464
41383,59138,41383,0
16863,15747,15747,1116
50458,48193,48193,2265
76709,35127,35127,41582
76618,42472,42472,34146
30617,4189,4189,26428
74250,44608,44608,29642
14303,30952,14303,0
7667,10277,7667,0
35399,19996,19996,15403
31011,45969,31011,0
46682,32912,32912,13770
33228,7253,7253,25975
38263,42761,38263,0
56445,59213,56445,0
64627,41194,41194,23433
75393,48190,48190,27203
34673,696,696,33977
20123,31468,20123,0
43203,40235,40235,2968
63031,48257,48257,14774
